104,0 980,0 509,0 113,0 33,71917692733665
104,0 1134,0 244,0 115,0 52,081136222338216
63,0 721,0 104,0 95,0 53,210803473176654
23,0 210,0 771,0 61,0 20,26172012267901
22,0 851,0 661,0 24,0 34,9999956806664
140,0 598,0 751,0 116,0 5,000130756111428
65,0 1197,0 73,0 116,0 52,582494353506554
114,0 1113,0 691,0 85,0 24,999999999999908
6,0 509,0 137,0 97,0 53,31330661322691
31,0 181,0 177,0 23,0 53,31330661322691
57,0 926,0 7,0 64,0 50,27363869484505
110,0 1473,0 196,0 124,0 53,210803473176654
17,0 1074,0 75,0 129,0 52,6354612817234
-15,0 1399,0 58,0 91,0 53,31330661322691
127,0 1269,0 575,0 121,0 26,986734599940476
11,0 916,0 36,0 92,0 51,39659398939376
73,0 776,0 319,0 124,0 35,00002297819858
15,0 311,0 93,0 22,0 53,04080168776397
105,0 385,0 135,0 119,0 53,31330661322691
135,0 961,0 418,0 70,0 34,999999999999524
102,0 513,0 425,0 133,0 25,000051600621337
58,0 510,0 422,0 119,0 24,999987706230325
82,0 104,0 391,0 103,0 12,64427967441005
60,0 796,0 336,0 80,0 35,00000007899998
120,0 692,0 717,0 101,0 23,793864004283986
126,0 837,0 140,0 94,0 53,31330661322691
-16,0 204,0 567,0 63,0 53,31330661322691
-2,0 1427,0 233,0 55,0 52,41550853028212
19,0 1379,0 519,0 52,0 42,12282120135112
16,0 802,0 434,0 133,0 34,9999483993789
2,0 313,0 304,0 84,0 26,961711156995914
50,0 713,0 619,0 109,0 25,000029486406163
85,0 475,0 171,0 20,0 53,31330661322691
43,0 1053,0 23,0 129,0 50,90940957511375
81,0 934,0 226,0 138,0 52,60915327194657
-8,0 687,0 729,0 39,0 53,09386240601527
27,0 1066,0 569,0 40,0 36,85983910528127
111,0 1385,0 422,0 51,0 49,607258454771625
112,0 1017,0 8,0 42,0 50,314405470511026
130,0 437,0 698,0 28,0 24,999999999999996
109,0 820,0 235,0 51,0 52,35730657891758
109,0 362,0 390,0 22,0 32,91986967133976
138,0 1272,0 309,0 8,0 51,374745106474656
106,0 888,0 489,0 105,0 34,99999999999977
20,0 1464,0 271,0 66,0 44,38566658607656
101,0 661,0 244,0 89,0 52,081136222338216
17,0 175,0 243,0 81,0 52,112905587093564
46,0 1027,0 696,0 95,0 25,000000916039095
39,0 887,0 750,0 73,0 24,999990465739533
-12,0 599,0 404,0 57,0 53,31330661322691
8,0 2,0 41,0 49,0 51,575784727674176
58,0 1363,0 366,0 25,0 52,489308570052344
122,0 1380,0 127,0 115,0 53,31330661322691
-4,0 387,0 790,0 35,0 48,079113546216
39,0 1468,0 783,0 50,0 24,999990465739533
29,0 1048,0 633,0 98,0 28,686042256225864
20,0 1193,0 378,0 7,0 52,681911334950534
59,0 1490,0 24,0 15,0 50,94788714524215
64,0 399,0 483,0 25,0 34,95540896923252
122,0 1068,0 201,0 81,0 53,1420819112633
67,0 1235,0 433,0 140,0 25,0
44,0 1246,0 305,0 27,0 51,28679049730792
46,0 843,0 692,0 73,0 25,000004633876422
136,0 1488,0 184,0 92,0 53,30675894336329
8,0 122,0 19,0 93,0 50,75393450168703
97,0 1136,0 93,0 120,0 53,04080168776397
40,0 971,0 292,0 134,0 37,83349024384275
139,0 1126,0 100,0 87,0 53,15702327058709
132,0 524,0 442,0 42,0 34,999999999999524
23,0 649,0 396,0 54,0 45,25898892415793
80,0 678,0 483,0 105,0 31,69372535127395
78,0 1445,0 237,0 133,0 52,297907608695816
83,0 1293,0 107,0 93,0 53,244477764587856
57,0 582,0 534,0 69,0 20,606417454880877
3,0 942,0 576,0 10,0 38,69758407160375
71,0 537,0 759,0 84,0 5,000117647058826
32,0 46,0 729,0 33,0 12,572255242851513
15,0 283,0 772,0 72,0 12,568970630298795
3,0 168,0 123,0 53,0 53,31330661322691
-2,0 474,0 193,0 92,0 53,244477764587856
75,0 341,0 647,0 100,0 5,00008739890427
57,0 1182,0 598,0 45,0 25,434250679949184
10,0 984,0 52,0 90,0 51,951498398736994
116,0 677,0 337,0 5,0 42,91674581046526
25,0 595,0 619,0 40,0 34,27707835382569
63,0 712,0 642,0 106,0 24,999999999999854
34,0 40,0 180,0 41,0 53,31330661322691
96,0 709,0 134,0 60,0 53,31330661322691
34,0 1205,0 394,0 58,0 40,90817572030298
63,0 1439,0 627,0 109,0 24,999999999999908
32,0 885,0 19,0 105,0 50,75393450168703
69,0 28,0 475,0 123,0 12,596659438971566
12,0 1109,0 414,0 60,0 39,39291853802853
76,0 1389,0 744,0 49,0 24,999999999999908
-2,0 162,0 65,0 40,0 52,357306578917566
30,0 1396,0 580,0 8,0 32,39936426023806
139,0 253,0 724,0 14,0 12,584973711782096
41,0 365,0 615,0 11,0 24,085941930407554
28,0 1036,0 209,0 125,0 53,00287113471245
-9,0 1230,0 674,0 79,0 53,25434822242512
-14,0 849,0 728,0 42,0 53,31330661322691
14,0 1059,0 799,0 64,0 34,999998077112714
137,0 379,0 796,0 75,0 5,000088205788261
58,0 1117,0 466,0 111,0 35,000005971595854
20,0 1307,0 453,0 93,0 34,999999999999694
86,0 105,0 283,0 118,0 32,999249850196186
124,0 1132,0 623,0 13,0 24,999999999999908
78,0 1492,0 513,0 125,0 32,631104223495626
99,0 599,0 509,0 30,0 33,577262643317006
25,0 791,0 513,0 12,0 45,35379940621817
104,0 792,0 202,0 68,0 53,12656995248708
48,0 642,0 534,0 88,0 22,31810459172971
0,0 11,0 107,0 134,0 53,244477764587856
122,0 169,0 655,0 105,0 5,000071431701656
45,0 1407,0 144,0 23,0 53,31330661322691
96,0 484,0 413,0 36,0 35,00000805917779
45,0 553,0 312,0 95,0 24,999999898199448
23,0 975,0 70,0 17,0 52,50047147846389
95,0 805,0 663,0 133,0 24,99999359869025
70,0 12,0 144,0 9,0 53,31330661322691
86,0 757,0 523,0 62,0 33,1923314400272
104,0 106,0 283,0 32,0 34,41202526066812
58,0 589,0 556,0 73,0 18,59003800464745
16,0 432,0 493,0 12,0 52,74197456993325
-17,0 608,0 178,0 48,0 53,31330661322691
5,0 130,0 88,0 72,0 52,942366702997234
27,0 194,0 639,0 59,0 19,885242509477635
43,0 1498,0 343,0 118,0 35,000015018716944
42,0 1237,0 230,0 18,0 52,50047147846389
-2,0 854,0 324,0 74,0 38,88430519940924
28,0 1221,0 776,0 125,0 31,420894022039246
129,0 1009,0 799,0 25,0 24,999999999999908
1,0 973,0 752,0 70,0 34,99998263006043
95,0 552,0 100,0 83,0 53,15702327058709
108,0 553,0 729,0 120,0 5,000159999999998
85,0 425,0 617,0 134,0 5,000409963674109
112,0 385,0 46,0 136,0 51,74988185692212
98,0 8,0 685,0 51,0 12,286766669074362
122,0 1199,0 323,0 41,0 51,673929693795905
125,0 158,0 72,0 27,0 52,555490336435945
57,0 216,0 779,0 57,0 10,398499078062676
79,0 924,0 59,0 42,0 52,17567336195998
103,0 126,0 596,0 66,0 9,956971288356979
94,0 403,0 727,0 105,0 5,000079396212201
57,0 56,0 245,0 57,0 52,049106409046225
136,0 617,0 270,0 70,0 40,83606654619211
56,0 68,0 713,0 16,0 12,652488491626862
127,0 12,0 630,0 104,0 5,00007272727273
3,0 479,0 793,0 97,0 24,999991735653698
31,0 530,0 557,0 76,0 20,00015217757328
60,0 813,0 371,0 6,0 52,32478155330517
93,0 138,0 167,0 118,0 53,31330661322691
54,0 1095,0 422,0 74,0 34,99999999999982
101,0 2,0 636,0 68,0 5,872903157471054
59,0 433,0 721,0 132,0 5,000400000000011
63,0 1093,0 10,0 58,0 50,39561753787557
68,0 910,0 734,0 100,0 25,00000471888887
60,0 732,0 155,0 137,0 53,31330661322691
4,0 629,0 218,0 114,0 52,809228671497216
56,0 682,0 497,0 80,0 32,29075742565007
45,0 536,0 626,0 108,0 5,000100000000006
15,0 320,0 788,0 83,0 19,658502119050038
120,0 328,0 693,0 42,0 21,31696627291728
102,0 1028,0 748,0 1,0 24,999999999999908
126,0 789,0 601,0 33,0 24,9999926843867
55,0 1427,0 50,0 6,0 51,885223244116915
98,0 481,0 34,0 44,0 51,323563043210164
16,0 342,0 473,0 109,0 31,13128288759057
61,0 399,0 258,0 96,0 47,030759698664035
131,0 1498,0 576,0 10,0 29,434457020172637
46,0 428,0 151,0 56,0 53,31330661322691
53,0 95,0 756,0 10,0 12,651461272936476
23,0 357,0 43,0 117,0 51,64604608389135
21,0 1042,0 67,0 22,0 52,41550853028212
8,0 739,0 655,0 119,0 34,999988645941414
67,0 703,0 484,0 19,0 51,20895899053683
70,0 250,0 701,0 54,0 11,391147418662511
23,0 1227,0 281,0 94,0 40,661987251494985
-3,0 1474,0 10,0 85,0 51,396593989393764
20,0 608,0 669,0 56,0 31,52727272727223
132,0 1092,0 462,0 68,0 35,632308311259344
58,0 298,0 621,0 53,0 11,69896731291109
-14,0 1240,0 211,0 45,0 53,31330661322691
54,0 948,0 139,0 106,0 53,31330661322691
136,0 344,0 245,0 59,0 52,049106409046225
3,0 1401,0 478,0 32,0 52,36150519513973
56,0 605,0 744,0 81,0 6,865967855801559
-2,0 864,0 589,0 88,0 43,25222260607808
39,0 1020,0 725,0 112,0 24,999990465739533
72,0 619,0 759,0 122,0 11,021151693781885
39,0 632,0 417,0 46,0 36,78710597534171
132,0 30,0 671,0 128,0 5,000047058823534
95,0 638,0 796,0 3,0 24,99999989819945
62,0 322,0 557,0 112,0 17,107614498760658
102,0 702,0 363,0 133,0 34,9999483993789
100,0 1368,0 630,0 31,0 24,999999999999908
27,0 1098,0 491,0 88,0 34,99999216102156
32,0 296,0 197,0 105,0 53,19828570142356
6,0 171,0 248,0 0,0 51,951498398736994
99,0 429,0 797,0 72,0 5,000181818181822
54,0 905,0 783,0 10,0 25,00000498801386
50,0 690,0 418,0 95,0 33,488227971355705
27,0 1156,0 222,0 41,0 52,712214767860395
32,0 848,0 274,0 124,0 43,294838783487585
42,0 952,0 770,0 101,0 24,999997906405408
46,0 262,0 453,0 59,0 21,730181898638968
36,0 1065,0 355,0 14,0 52,297907608695816
10,0 680,0 712,0 20,0 34,99999999999956
55,0 201,0 51,0 134,0 51,91848172429339
63,0 136,0 759,0 71,0 5,000050632911381
80,0 888,0 719,0 19,0 24,99999999999991
57,0 260,0 727,0 9,0 12,58124990723653
14,0 865,0 166,0 35,0 53,31330661322691
-18,0 112,0 739,0 6,0 53,31330661322691
123,0 645,0 426,0 3,0 37,85468789680455
61,0 1175,0 608,0 135,0 24,999999999999908
83,0 166,0 56,0 39,0 52,081136222338216
6,0 596,0 384,0 50,0 51,33403853233559
41,0 992,0 518,0 94,0 32,55272291461329
76,0 551,0 738,0 62,0 17,096851808689635
64,0 723,0 405,0 116,0 34,999986703660376
31,0 678,0 399,0 7,0 43,17580847330237
3,0 732,0 296,0 51,0 49,20721730756366
119,0 281,0 411,0 76,0 12,56997038499511
-2,0 281,0 327,0 138,0 43,442862996685186
112,0 17,0 779,0 107,0 5,000089872618559
106,0 837,0 79,0 17,0 52,73705341034214
64,0 152,0 150,0 12,0 53,31330661322691
65,0 1150,0 541,0 10,0 35,505244867054465
17,0 288,0 422,0 13,0 34,99999999999974
62,0 631,0 240,0 4,0 52,206648817635674
-11,0 740,0 18,0 31,0 53,31330661322691
77,0 1353,0 790,0 84,0 24,999999999999908
5,0 432,0 79,0 44,0 52,73705341034214
61,0 243,0 647,0 95,0 5,000184676246008
126,0 817,0 551,0 10,0 33,582632296525944
117,0 624,0 504,0 131,0 25,55735512476793
66,0 1317,0 715,0 78,0 24,999999999999908
-2,0 393,0 406,0 40,0 49,09882315065263
132,0 592,0 516,0 36,0 32,618880182818145
74,0 1177,0 589,0 82,0 25,91718624372109
77,0 1001,0 278,0 18,0 50,87075637732927
93,0 1336,0 564,0 42,0 31,379188550784914
113,0 1125,0 172,0 32,0 53,31330661322691
15,0 203,0 469,0 36,0 35,00000805917779
52,0 411,0 768,0 112,0 5,000088283704929
73,0 708,0 765,0 131,0 24,999999885820635
132,0 61,0 161,0 134,0 53,31330661322691
14,0 1148,0 734,0 106,0 34,999998077112714
78,0 1142,0 182,0 75,0 53,3117943922988
5,0 1183,0 742,0 49,0 34,99998462476452
-11,0 45,0 473,0 55,0 53,31330661322691
61,0 1073,0 633,0 76,0 24,999999999999908
62,0 1168,0 763,0 78,0 24,999999999999908
-18,0 38,0 644,0 63,0 53,31330661322691
125,0 576,0 589,0 118,0 11,940943204668613
109,0 610,0 418,0 46,0 35,57546457117369
21,0 0,0 706,0 62,0 19,511893742396044
134,0 312,0 735,0 92,0 5,000203481245412
77,0 15,0 397,0 29,0 24,99999422387434
4,0 204,0 700,0 123,0 12,577757168277508
11,0 892,0 147,0 98,0 53,31330661322691
131,0 1088,0 495,0 31,0 52,41139273453467
40,0 571,0 22,0 6,0 50,87075637732927
128,0 1032,0 738,0 70,0 24,999999999999908
122,0 423,0 79,0 69,0 52,73705341034214
56,0 1311,0 449,0 78,0 34,99999999999967
-3,0 669,0 404,0 6,0 51,396593989393764
4,0 176,0 207,0 95,0 53,04080168776397
21,0 403,0 493,0 71,0 34,99999999999977
119,0 209,0 487,0 95,0 12,606858321870707
109,0 720,0 140,0 52,0 53,31330661322691
31,0 320,0 40,0 88,0 51,54033626901575
85,0 1079,0 662,0 78,0 24,999999999999908
-8,0 253,0 357,0 33,0 53,09386240601527
48,0 1094,0 741,0 65,0 25,000001411427256
0,0 759,0 698,0 139,0 35,00005755273877
-9,0 1257,0 16,0 93,0 53,25434822242512
-4,0 870,0 703,0 79,0 49,575409842603655
9,0 659,0 722,0 11,0 35,00004326369117
-15,0 238,0 743,0 9,0 53,31330661322691
23,0 482,0 756,0 107,0 24,999996368798
65,0 852,0 566,0 73,0 27,726566367539682
26,0 181,0 521,0 86,0 22,796347146848078
33,0 52,0 687,0 31,0 12,580560005620331
39,0 137,0 255,0 97,0 49,46537971846174
64,0 850,0 506,0 112,0 34,130516624859666
99,0 365,0 93,0 109,0 53,04080168776397
98,0 1228,0 155,0 68,0 53,31330661322691
55,0 509,0 40,0 134,0 51,54033626901575
79,0 118,0 477,0 76,0 12,614775022275024
41,0 788,0 777,0 55,0 24,999999925833272
41,0 1019,0 230,0 46,0 52,50047147846389
4,0 1047,0 428,0 117,0 34,9999896506608
63,0 924,0 442,0 74,0 34,99999999999982
23,0 203,0 308,0 3,0 35,000000107547855
49,0 1064,0 259,0 50,0 51,575784727674176
-6,0 292,0 600,0 118,0 52,555490336435945
75,0 1496,0 11,0 47,0 50,43594792048446
61,0 636,0 599,0 73,0 15,169106945975582
117,0 1204,0 424,0 69,0 35,3059524891816
92,0 715,0 618,0 71,0 25,000014461433555
48,0 562,0 217,0 98,0 52,832483718334366
7,0 387,0 194,0 20,0 53,233918311749505
25,0 1433,0 347,0 66,0 36,356609753812336
31,0 907,0 403,0 111,0 35,000005971595854
14,0 162,0 764,0 111,0 12,627771477786583
-6,0 1330,0 460,0 92,0 41,14407276975697
125,0 822,0 774,0 25,0 25,00001107265028
38,0 757,0 77,0 9,0 52,686998914533625
24,0 63,0 276,0 99,0 37,879835370939965
25,0 1345,0 658,0 104,0 34,428936277422714
20,0 78,0 420,0 13,0 35,0000040749454
56,0 537,0 470,0 74,0 24,999999999999908
74,0 301,0 449,0 85,0 13,07773954953215
65,0 1371,0 551,0 27,0 33,582632296525944
20,0 298,0 768,0 47,0 25,00003344000578
134,0 108,0 53,0 12,0 51,98427932570578
130,0 254,0 176,0 120,0 53,31330661322691
73,0 884,0 572,0 107,0 27,22488423060052
-12,0 246,0 177,0 27,0 53,31330661322691
27,0 766,0 357,0 71,0 34,99998224319487
111,0 1163,0 531,0 0,0 37,81343960709336
-18,0 1353,0 307,0 140,0 53,31330661322691
2,0 1065,0 253,0 111,0 50,79613238334386
-15,0 1210,0 25,0 93,0 53,31330661322691
-17,0 1177,0 24,0 104,0 53,31330661322691
58,0 1206,0 458,0 137,0 34,99987200088639
79,0 1455,0 109,0 32,0 53,263523408490066
134,0 16,0 83,0 64,0 52,832483718334366
1,0 685,0 67,0 57,0 52,41550853028212
9,0 813,0 99,0 108,0 53,1420819112633
129,0 475,0 452,0 56,0 31,52727272727223
87,0 1067,0 223,0 65,0 52,686998914533625
91,0 1191,0 175,0 89,0 53,31330661322691
138,0 771,0 411,0 42,0 51,81799261743087
-4,0 449,0 383,0 79,0 49,575409842603655
32,0 1226,0 761,0 115,0 25,0000081781803
67,0 210,0 496,0 79,0 12,60644910130044
75,0 722,0 356,0 127,0 35,000026925814254
114,0 367,0 438,0 135,0 23,1211544651261
-11,0 129,0 648,0 127,0 53,31330661322691
128,0 1317,0 56,0 126,0 52,081136222338216
81,0 297,0 709,0 31,0 12,561210878549202
139,0 215,0 342,0 131,0 12,553946760335647
44,0 778,0 783,0 106,0 24,999983930078535
3,0 299,0 351,0 6,0 35,00001695207189
108,0 1122,0 639,0 137,0 24,999999999999908
127,0 531,0 63,0 10,0 52,297907608695816
-5,0 600,0 534,0 55,0 52,206648817635674
45,0 736,0 683,0 2,0 24,9999999999997
72,0 1279,0 342,0 67,0 35,981580383079155
-16,0 669,0 134,0 73,0 53,31330661322691
57,0 238,0 65,0 12,0 52,357306578917566
29,0 416,0 186,0 76,0 53,29833171467398
56,0 1392,0 268,0 28,0 51,249827099705335
128,0 139,0 171,0 31,0 53,31330661322691
85,0 437,0 209,0 92,0 53,00287113471245
131,0 639,0 362,0 76,0 27,152124206440757
127,0 839,0 390,0 42,0 51,81799261743087
72,0 195,0 536,0 93,0 10,074903045515095
25,0 51,0 467,0 110,0 24,739313427705774
24,0 384,0 3,0 105,0 50,10906900328592
26,0 1296,0 381,0 76,0 34,999999999999694
35,0 592,0 715,0 62,0 17,096851808689635
46,0 368,0 694,0 104,0 5,00014118047286
105,0 938,0 581,0 92,0 26,53446136001148
86,0 1133,0 278,0 3,0 50,87075637732927
132,0 451,0 45,0 72,0 51,71548705302134
132,0 545,0 539,0 128,0 20,000011764705754
98,0 779,0 599,0 140,0 25,000007945372516
32,0 476,0 92,0 47,0 53,02208299761699
47,0 1162,0 97,0 37,0 53,11049269389312
45,0 848,0 93,0 95,0 53,04080168776397
61,0 242,0 209,0 19,0 53,00287113471245
104,0 458,0 157,0 12,0 53,31330661322691
-8,0 430,0 699,0 137,0 53,09386240601527
-14,0 1302,0 464,0 12,0 53,31330661322691
21,0 1178,0 330,0 118,0 34,999999999999524
98,0 121,0 121,0 57,0 53,31330661322691
100,0 328,0 540,0 136,0 19,752541795728867
38,0 94,0 782,0 90,0 5,00009101998686
85,0 1399,0 244,0 70,0 52,081136222338216
101,0 133,0 799,0 19,0 12,639007661296821
79,0 111,0 751,0 72,0 5,000181818181822
112,0 868,0 747,0 123,0 24,999999940148925
61,0 1474,0 775,0 77,0 24,999999999999908
123,0 78,0 584,0 119,0 7,073663823921836
112,0 964,0 590,0 113,0 25,83778622175927
88,0 1193,0 210,0 119,0 52,983175621491974
50,0 467,0 209,0 1,0 53,00287113471245
94,0 1036,0 363,0 43,0 51,75966445035678
80,0 816,0 762,0 111,0 24,999999999999844
139,0 294,0 359,0 122,0 12,562868612549021
52,0 892,0 613,0 140,0 24,99999994247295
18,0 1254,0 639,0 46,0 34,99999955164077
36,0 1487,0 468,0 106,0 35,000000054560694
87,0 1086,0 501,0 70,0 34,794577237112925
21,0 439,0 531,0 59,0 35,04406160649911
116,0 355,0 394,0 26,0 32,38476935678565
113,0 1491,0 354,0 98,0 34,999999999999694
30,0 1179,0 453,0 55,0 44,037884673008385
16,0 869,0 176,0 64,0 53,31330661322691
130,0 178,0 250,0 54,0 51,88522324411691
92,0 1095,0 729,0 94,0 24,999999999999908
108,0 544,0 188,0 55,0 53,286695542510316
46,0 206,0 644,0 62,0 8,366273518555781
31,0 776,0 730,0 68,0 24,999961331935058
0,0 905,0 574,0 0,0 40,392917368794414
114,0 299,0 652,0 24,0 12,56005102338145
-8,0 52,0 755,0 35,0 53,09386240601527
21,0 1141,0 424,0 49,0 51,396593989393764
112,0 241,0 577,0 58,0 19,266909963371987
52,0 675,0 450,0 8,0 42,41894208918612
36,0 1396,0 289,0 84,0 38,06570401081755
66,0 488,0 574,0 54,0 26,98890920674154
100,0 124,0 170,0 33,0 53,31330661322691
67,0 1047,0 272,0 85,0 44,02387639705766
120,0 1272,0 658,0 124,0 24,999999999999908
77,0 1092,0 251,0 119,0 51,5204613245248
140,0 78,0 23,0 72,0 50,90940957511375
-17,0 744,0 177,0 98,0 53,31330661322691
27,0 1400,0 548,0 40,0 38,99322040269295
56,0 20,0 490,0 75,0 12,61111864535915
82,0 715,0 315,0 137,0 34,99987200088639
61,0 170,0 24,0 29,0 50,94788714524215
56,0 336,0 129,0 70,0 53,31330661322691
6,0 348,0 744,0 30,0 31,76105280251449
2,0 363,0 168,0 19,0 53,31330661322691
-10,0 436,0 63,0 5,0 53,31330661322691
126,0 1483,0 682,0 10,0 24,999999999999908
85,0 286,0 9,0 105,0 50,35510926118697
43,0 1077,0 48,0 36,0 51,81799261743087
-5,0 647,0 687,0 3,0 52,206648817635674
-14,0 1207,0 183,0 39,0 53,31330661322691
89,0 776,0 369,0 26,0 51,97774776668475
-16,0 555,0 111,0 98,0 53,31330661322691
91,0 538,0 649,0 129,0 5,000107763527368
83,0 650,0 71,0 47,0 52,528146868874295
139,0 955,0 311,0 59,0 40,09204092129478
135,0 1158,0 765,0 111,0 24,999999999999908
126,0 193,0 296,0 13,0 27,434907795796008
65,0 42,0 500,0 34,0 25,00000719941675
41,0 288,0 573,0 64,0 14,907245698506165
140,0 775,0 548,0 41,0 34,52515583949767
36,0 766,0 135,0 135,0 53,31330661322691
70,0 45,0 317,0 25,0 25,000023808840886
6,0 870,0 99,0 10,0 53,1420819112633
58,0 579,0 330,0 51,0 34,451470510212864
104,0 582,0 627,0 106,0 5,000076164099006
53,0 1131,0 4,0 56,0 50,15064654118848
66,0 536,0 120,0 123,0 53,31330661322691
65,0 599,0 424,0 26,0 35,000013139490406
58,0 254,0 763,0 132,0 5,000400000000011
111,0 1194,0 566,0 17,0 31,054394134764134
-18,0 1397,0 187,0 9,0 53,31330661322691
0,0 376,0 731,0 103,0 23,998557876936456
37,0 591,0 657,0 12,0 24,999999999999886
20,0 517,0 355,0 53,0 46,58561968601576
12,0 859,0 451,0 97,0 34,999995980560314
73,0 1406,0 93,0 28,0 53,04080168776397
71,0 1241,0 169,0 83,0 53,31330661322691
38,0 850,0 583,0 133,0 26,677530236238933
134,0 45,0 366,0 11,0 24,999999999999826
53,0 234,0 535,0 42,0 22,159595119702164
90,0 1090,0 764,0 113,0 24,999999999999908
63,0 237,0 442,0 125,0 12,586532977621099
118,0 535,0 116,0 53,0 53,30675894336329
18,0 1046,0 296,0 19,0 51,08508954012021
49,0 464,0 362,0 107,0 24,999999999999815
134,0 313,0 716,0 3,0 17,785190867017192
-10,0 362,0 36,0 27,0 53,31330661322691
96,0 201,0 549,0 87,0 9,228826759418999
83,0 326,0 545,0 14,0 26,029841034158398
47,0 39,0 432,0 89,0 12,653442622950827
7,0 637,0 715,0 129,0 27,22105220349067
93,0 1059,0 448,0 75,0 34,99999999999976
54,0 104,0 206,0 140,0 53,05900638052184
78,0 370,0 575,0 108,0 17,217673992235742
83,0 247,0 742,0 22,0 12,588091603053465
13,0 1112,0 109,0 39,0 53,263523408490066
36,0 776,0 29,0 74,0 51,137859719099154
106,0 757,0 580,0 82,0 27,346266179641237
18,0 1073,0 744,0 117,0 34,99999955164077
56,0 1397,0 130,0 15,0 53,31330661322691
127,0 743,0 281,0 114,0 40,661987251494985
60,0 899,0 150,0 57,0 53,31330661322691
-12,0 943,0 583,0 132,0 49,13181377151857
137,0 856,0 101,0 0,0 53,17138203589893
119,0 1150,0 383,0 136,0 34,99999999999946
55,0 167,0 238,0 23,0 52,26776821296005
-2,0 267,0 516,0 4,0 38,87392813651792
116,0 619,0 508,0 49,0 34,35062224707739
-3,0 222,0 360,0 98,0 43,584740248845
32,0 1201,0 305,0 4,0 51,28679049730792
43,0 715,0 317,0 106,0 34,99998553856658
104,0 993,0 771,0 121,0 25,000000306760032
48,0 183,0 173,0 40,0 53,31330661322691
135,0 286,0 482,0 51,0 24,75296255468029
58,0 1291,0 594,0 56,0 26,27789957351719
25,0 1061,0 457,0 127,0 35,00002483577485
40,0 1302,0 170,0 134,0 53,31330661322691
3,0 611,0 722,0 130,0 25,796065146522416
13,0 1003,0 477,0 11,0 53,13284731158781
45,0 1488,0 127,0 126,0 53,31330661322691
78,0 534,0 305,0 131,0 24,999961139377476
22,0 1093,0 417,0 99,0 34,99999662820604
24,0 860,0 519,0 52,0 42,12282120135112
131,0 619,0 739,0 26,0 24,999981547301882
118,0 1367,0 388,0 71,0 34,99999999999977
26,0 1495,0 15,0 87,0 50,59607538461577
81,0 1125,0 698,0 131,0 24,999999999999908
117,0 386,0 526,0 79,0 21,337202558552576
4,0 390,0 644,0 83,0 24,739093910192384
27,0 234,0 120,0 20,0 53,31330661322691
94,0 155,0 227,0 11,0 52,582494353506554
16,0 1073,0 60,0 8,0 52,206648817635674
134,0 220,0 758,0 7,0 12,601630469511631
75,0 464,0 606,0 50,0 24,999983231159337
19,0 471,0 342,0 44,0 51,7006823260191
103,0 847,0 450,0 13,0 52,6118002303248
123,0 363,0 177,0 23,0 53,31330661322691
31,0 844,0 523,0 123,0 31,593983132154822
3,0 393,0 475,0 73,0 34,55112096752683
19,0 1479,0 463,0 58,0 40,90817572030298
14,0 144,0 310,0 135,0 24,99992524831882
111,0 1006,0 420,0 19,0 52,93036461985418
15,0 1191,0 721,0 131,0 35,000004129409064
104,0 336,0 790,0 139,0 5,000432668935353
113,0 769,0 779,0 137,0 25,000017264436764
112,0 223,0 444,0 1,0 25,000016115411842
117,0 1242,0 85,0 50,0 52,87773932248514
132,0 970,0 114,0 117,0 53,29833171467398
98,0 1168,0 654,0 43,0 24,999999999999908
2,0 1357,0 221,0 104,0 52,73705341034214
-7,0 750,0 418,0 40,0 52,85532504609575
106,0 957,0 593,0 30,0 26,458423938254327
135,0 1174,0 511,0 110,0 33,45129010467427
42,0 679,0 546,0 93,0 27,0070410274117
108,0 1033,0 227,0 91,0 52,582494353506554
35,0 1203,0 719,0 3,0 25,000015938959617
2,0 33,0 253,0 124,0 50,00766600338618
61,0 846,0 259,0 45,0 51,575784727674176
66,0 1105,0 466,0 134,0 35,000000192191315
87,0 485,0 725,0 96,0 5,0000869565217405
140,0 446,0 322,0 63,0 27,47238633444633
51,0 185,0 680,0 69,0 5,441250000000009
138,0 459,0 459,0 113,0 25,00000724527477
72,0 586,0 549,0 138,0 20,000619499886906
36,0 153,0 672,0 76,0 5,000135618603888
48,0 731,0 436,0 138,0 35,00000054700053
94,0 514,0 156,0 73,0 53,31330661322691
31,0 102,0 677,0 37,0 12,563864029332839
86,0 529,0 113,0 45,0 53,29290392564938
18,0 1475,0 151,0 70,0 53,31330661322691
60,0 626,0 694,0 132,0 15,235129874357341
23,0 1488,0 296,0 105,0 36,04928346744922
102,0 1166,0 370,0 0,0 52,555490336435945
23,0 711,0 257,0 129,0 49,364146811093185
116,0 1486,0 121,0 15,0 53,31330661322691
103,0 1405,0 31,0 135,0 51,21267381488863
95,0 595,0 354,0 79,0 24,99999999999984
61,0 620,0 118,0 129,0 53,3117943922988
48,0 1147,0 230,0 123,0 52,50047147846389
82,0 17,0 346,0 77,0 12,607368421052664
-13,0 343,0 666,0 110,0 53,31330661322691
47,0 1030,0 260,0 81,0 48,29938569740974
97,0 716,0 247,0 104,0 51,98427932570578
78,0 975,0 32,0 64,0 51,249827099705335
59,0 584,0 174,0 66,0 53,31330661322691
92,0 259,0 723,0 50,0 12,567552309675659
110,0 373,0 171,0 100,0 53,31330661322691
39,0 1054,0 716,0 13,0 24,999990465739533
98,0 1125,0 586,0 50,0 27,742737939520296
